rank,source,grant_key,source_id,title,abstract,start_date,end_date,award_year,amount_native,project_total_cost,amount_obligated,currency,organisation_name,organisation_city,organisation_country,programme_name,funding_mechanism,status,activity_type,source_activity_type,source_url,relevance_tier,primary_topic,matched_topics,topic_match_count,title_clean,abstract_clean,programme_name_clean,search_text,search_character_count,search_word_count,has_sufficient_search_text,text_group_id,related_record_count,related_grant_keys,related_organisations,project_title_key,model_row_id,normalized_title,normalized_abstract,normalized_programme,weighted_search_text,similarity_score,similarity_pct,abstract_preview
1,NSF,NSF_2231174,2231174,EAGER: ADAPT: Hypotheses Generation in Heterogeneous Catalysis using Causal Inference and Machine Learning,"With support from the Chemical Catalysis program in the Division of Chemistry (CHE), the Catalysis program from the Division of Chemical, Bioengineering, Environmental and Transport Systems (CBET), and the Office of Multidisciplinary Activities (OMA), Bryan R. Goldsmith, Yixin Wang, and Suljo Linic of the University of Michigan, Ann Arbor will work to advance knowledge generation in heterogeneous catalysis using machine learning. They will develop the methods of interpretable machine learning and causal inference to generate hypotheses and extract insight of catalytic materials that are expected to lead to more predictive models of heterogeneous catalysts. This team’s research seeks to advance machine learning methods to find descriptors of catalytic performance (e.g., activity and selectivity) and, in this way, identify structure-property relationships that have the potential guide catalyst discovery efforts for important reactions pertaining to sustainability and energy applications. Their research addresses the National Science Foundation focus area of “AI for Concept Discovery”, and will benefit many areas beyond catalysis, such as enabling researchers to apply state-of-the-art machine learning algorithms to generate hypotheses and find new electrolytes or systems for renewable energy storage applications. This team will provide interdisciplinary training at the nexus of machine learning, statistics, and catalysis, which will help train an AI-aware workforce. They also will use a summer research internship program as a mechanism to broaden participation in AI-related STEM fields. Physically transparent models that can accurately quantify chemical and physical interactions between a surface of a material and adsorbate molecules (i.e., chemisorption) are crucial in many fields of chemistry and materials science. It has been known for a long time, going all the way back to the early 1900s, that chemisorption energies of adsorbates at gas/solid and liquid/solid interfaces are predictive descriptors of catalytic performance. There is a need to develop predictive theories of chemisorption that give insight into the underlying physical principles that govern chemical interaction at catalytic interfaces. Physically transparent and simple models that can accurately relate electronic and geometric features of a surface to its chemical properties and catalytic activity can allow us to rapidly predict or intuit which materials have specific chemical and catalytic features required for a particular application. This team will develop interpretable machine learning (i.e., models that can give researchers meaningful physical insights) and causal inference tools to generate hypotheses and extract insight that could lead to more predictive chemisorption models of heterogeneous catalysts. The team will focus on two state-of-the-art approaches; namely, generalized additive models and causal representation learning, and will advance these methods to understand adsorption of molecules on dilute alloy surfaces. A major goal is to identify causal links between electronic-structure, geometry, and chemisorption for dilute alloy catalysts. Although the focus here is on chemisorption and chemical catalysis on alloys, the developed methods are expected to be seamlessly integrated for use in other fields. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-08-01,2025-07-31,2022,300000.0,,300000.0,USD,Regents of the University of Michigan - Ann Arbor,ANN ARBOR,US,"Chemical Catalysis, Catalysis, OFFICE OF MULTIDISCIPLINARY AC",,INACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2231174,core_match,AI-enabled catalysis,AI-enabled catalysis | AI-enabled materials | AI-enabled chemistry,3,EAGER: ADAPT: Hypotheses Generation in Heterogeneous Catalysis using Causal Inference and Machine Learning,"With support from the Chemical Catalysis program in the Division of Chemistry (CHE), the Catalysis program from the Division of Chemical, Bioengineering, Environmental and Transport Systems (CBET), and the Office of Multidisciplinary Activities (OMA), Bryan R. Goldsmith, Yixin Wang, and Suljo Linic of the University of Michigan, Ann Arbor will work to advance knowledge generation in heterogeneous catalysis using machine learning. They will develop the methods of interpretable machine learning and causal inference to generate hypotheses and extract insight of catalytic materials that are expected to lead to more predictive models of heterogeneous catalysts. This team’s research seeks to advance machine learning methods to find descriptors of catalytic performance (e.g., activity and selectivity) and, in this way, identify structure-property relationships that have the potential guide catalyst discovery efforts for important reactions pertaining to sustainability and energy applications. Their research addresses the National Science Foundation focus area of “AI for Concept Discovery”, and will benefit many areas beyond catalysis, such as enabling researchers to apply state-of-the-art machine learning algorithms to generate hypotheses and find new electrolytes or systems for renewable energy storage applications. This team will provide interdisciplinary training at the nexus of machine learning, statistics, and catalysis, which will help train an AI-aware workforce. They also will use a summer research internship program as a mechanism to broaden participation in AI-related STEM fields. Physically transparent models that can accurately quantify chemical and physical interactions between a surface of a material and adsorbate molecules (i.e., chemisorption) are crucial in many fields of chemistry and materials science. It has been known for a long time, going all the way back to the early 1900s, that chemisorption energies of adsorbates at gas/solid and liquid/solid interfaces are predictive descriptors of catalytic performance. There is a need to develop predictive theories of chemisorption that give insight into the underlying physical principles that govern chemical interaction at catalytic interfaces. Physically transparent and simple models that can accurately relate electronic and geometric features of a surface to its chemical properties and catalytic activity can allow us to rapidly predict or intuit which materials have specific chemical and catalytic features required for a particular application. This team will develop interpretable machine learning (i.e., models that can give researchers meaningful physical insights) and causal inference tools to generate hypotheses and extract insight that could lead to more predictive chemisorption models of heterogeneous catalysts. The team will focus on two state-of-the-art approaches; namely, generalized additive models and causal representation learning, and will advance these methods to understand adsorption of molecules on dilute alloy surfaces. A major goal is to identify causal links between electronic-structure, geometry, and chemisorption for dilute alloy catalysts. Although the focus here is on chemisorption and chemical catalysis on alloys, the developed methods are expected to be seamlessly integrated for use in other fields. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.","Chemical Catalysis, Catalysis, OFFICE OF MULTIDISCIPLINARY AC","eager: adapt: hypotheses generation in heterogeneous catalysis using causal inference and machine learning with support from the chemical catalysis program in the division of chemistry (che), the catalysis program from the division of chemical, bioengineering, environmental and transport systems (cbet), and the office of multidisciplinary activities (oma), bryan r. goldsmith, yixin wang, and suljo linic of the university of michigan, ann arbor will work to advance knowledge generation in heterogeneous catalysis using machine learning. they will develop the methods of interpretable machine learning and causal inference to generate hypotheses and extract insight of catalytic materials that are expected to lead to more predictive models of heterogeneous catalysts. this team’s research seeks to advance machine learning methods to find descriptors of catalytic performance (e.g., activity and selectivity) and, in this way, identify structure-property relationships that have the potential guide catalyst discovery efforts for important reactions pertaining to sustainability and energy applications. their research addresses the national science foundation focus area of “ai for concept discovery”, and will benefit many areas beyond catalysis, such as enabling researchers to apply state-of-the-art machine learning algorithms to generate hypotheses and find new electrolytes or systems for renewable energy storage applications. this team will provide interdisciplinary training at the nexus of machine learning, statistics, and catalysis, which will help train an ai-aware workforce. they also will use a summer research internship program as a mechanism to broaden participation in ai-related stem fields. physically transparent models that can accurately quantify chemical and physical interactions between a surface of a material and adsorbate molecules (i.e., chemisorption) are crucial in many fields of chemistry and materials science. it has been known for a long time, going all the way back to the early 1900s, that chemisorption energies of adsorbates at gas/solid and liquid/solid interfaces are predictive descriptors of catalytic performance. there is a need to develop predictive theories of chemisorption that give insight into the underlying physical principles that govern chemical interaction at catalytic interfaces. physically transparent and simple models that can accurately relate electronic and geometric features of a surface to its chemical properties and catalytic activity can allow us to rapidly predict or intuit which materials have specific chemical and catalytic features required for a particular application. this team will develop interpretable machine learning (i.e., models that can give researchers meaningful physical insights) and causal inference tools to generate hypotheses and extract insight that could lead to more predictive chemisorption models of heterogeneous catalysts. the team will focus on two state-of-the-art approaches; namely, generalized additive models and causal representation learning, and will advance these methods to understand adsorption of molecules on dilute alloy surfaces. a major goal is to identify causal links between electronic-structure, geometry, and chemisorption for dilute alloy catalysts. although the focus here is on chemisorption and chemical catalysis on alloys, the developed methods are expected to be seamlessly integrated for use in other fields. this award reflects nsf's statutory mission and has been deemed worthy of support through evaluation using the foundation's intellectual merit and broader impacts review criteria. chemical catalysis, catalysis, office of multidisciplinary ac",3690,512,True,1413,1,NSF_2231174,Regents of the University of Michigan - Ann Arbor,eager adapt hypotheses generation in heterogeneous catalysis using causal inference and machine learning,1412,eager adapt hypotheses generation in heterogeneous catalyst using causal inference and machine learning,with support from the chemical catalyst program in the division of chemistry che the catalyst program from the division of chemical bioengineering environmental and transport systems cbet and the office of multidisciplinary activities oma bryan r goldsmith yixin wang and suljo linic of the university of michigan ann arbor will work to advance knowledge generation in heterogeneous catalyst using machine learning they will develop the methods of interpretable machine learning and causal inference to generate hypotheses and extract insight of catalyst materials that are expected to lead to more predictive models of heterogeneous catalyst this team s research seeks to advance machine learning methods to find descriptors of catalyst performance e g activity and selectivity and in this way identify structure property relationships that have the potential guide catalyst discovery efforts for important reactions pertaining to sustainability and energy applications their research addresses the national science foundation focus area of ai for concept discovery and will benefit many areas beyond catalyst such as enabling researchers to apply state of the art machine learning algorithms to generate hypotheses and find new electrolytes or systems for renewable energy storage applications this team will provide interdisciplinary training at the nexus of machine learning statistics and catalyst which will help train an ai aware workforce they also will use a summer research internship program as a mechanism to broaden participation in ai related stem fields physically transparent models that can accurately quantify chemical and physical interactions between a surface of a material and adsorbate molecules i e chemisorption are crucial in many fields of chemistry and materials science it has been known for a long time going all the way back to the early 1900s that chemisorption energies of adsorbates at gas solid and liquid solid interfaces are predictive descriptors of catalyst performance there is a need to develop predictive theories of chemisorption that give insight into the underlying physical principles that govern chemical interaction at catalyst interfaces physically transparent and simple models that can accurately relate electronic and geometric features of a surface to its chemical properties and catalyst activity can allow us to rapidly predict or intuit which materials have specific chemical and catalyst features required for a particular application this team will develop interpretable machine learning i e models that can give researchers meaningful physical insights and causal inference tools to generate hypotheses and extract insight that could lead to more predictive chemisorption models of heterogeneous catalyst the team will focus on two state of the art approaches namely generalized additive models and causal representation learning and will advance these methods to understand adsorption of molecules on dilute alloy surfaces a major goal is to identify causal links between electronic structure geometry and chemisorption for dilute alloy catalyst although the focus here is on chemisorption and chemical catalyst on alloys the developed methods are expected to be seamlessly integrated for use in other fields this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,chemical catalyst catalyst office of multidisciplinary ac,eager adapt hypotheses generation in heterogeneous catalyst using causal inference and machine learning eager adapt hypotheses generation in heterogeneous catalyst using causal inference and machine learning eager adapt hypotheses generation in heterogeneous catalyst using causal inference and machine learning with support from the chemical catalyst program in the division of chemistry che the catalyst program from the division of chemical bioengineering environmental and transport systems cbet and the office of multidisciplinary activities oma bryan r goldsmith yixin wang and suljo linic of the university of michigan ann arbor will work to advance knowledge generation in heterogeneous catalyst using machine learning they will develop the methods of interpretable machine learning and causal inference to generate hypotheses and extract insight of catalyst materials that are expected to lead to more predictive models of heterogeneous catalyst this team s research seeks to advance machine learning methods to find descriptors of catalyst performance e g activity and selectivity and in this way identify structure property relationships that have the potential guide catalyst discovery efforts for important reactions pertaining to sustainability and energy applications their research addresses the national science foundation focus area of ai for concept discovery and will benefit many areas beyond catalyst such as enabling researchers to apply state of the art machine learning algorithms to generate hypotheses and find new electrolytes or systems for renewable energy storage applications this team will provide interdisciplinary training at the nexus of machine learning statistics and catalyst which will help train an ai aware workforce they also will use a summer research internship program as a mechanism to broaden participation in ai related stem fields physically transparent models that can accurately quantify chemical and physical interactions between a surface of a material and adsorbate molecules i e chemisorption are crucial in many fields of chemistry and materials science it has been known for a long time going all the way back to the early 1900s that chemisorption energies of adsorbates at gas solid and liquid solid interfaces are predictive descriptors of catalyst performance there is a need to develop predictive theories of chemisorption that give insight into the underlying physical principles that govern chemical interaction at catalyst interfaces physically transparent and simple models that can accurately relate electronic and geometric features of a surface to its chemical properties and catalyst activity can allow us to rapidly predict or intuit which materials have specific chemical and catalyst features required for a particular application this team will develop interpretable machine learning i e models that can give researchers meaningful physical insights and causal inference tools to generate hypotheses and extract insight that could lead to more predictive chemisorption models of heterogeneous catalyst the team will focus on two state of the art approaches namely generalized additive models and causal representation learning and will advance these methods to understand adsorption of molecules on dilute alloy surfaces a major goal is to identify causal links between electronic structure geometry and chemisorption for dilute alloy catalyst although the focus here is on chemisorption and chemical catalyst on alloys the developed methods are expected to be seamlessly integrated for use in other fields this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria chemical catalyst catalyst office of multidisciplinary ac,0.11230893,11.2,"With support from the Chemical Catalysis program in the Division of Chemistry (CHE), the Catalysis program from the Division of Chemical, Bioengineering, Environmental and Transport Systems (CBET), and the Office of Mult..."
2,NSF,NSF_2306125,2306125,"Collaborative Research: DMREF: Machine Learning-aided Discovery of Synthesizable, Active and Stable Heterogeneous Catalysts","Catalytic materials have long been used to improve the efficiency and product selectivity of many processes of vital importance to chemical manufacturing, petroleum refining, and pollution control. Given the complexity of catalytic reactions, and the need for the catalyst to operate under harsh conditions in many cases, considerable development effort – particularly from industry - has gone into the design of catalyst materials that can be readily synthesized, and that maintain stable performance for long time-on-stream. Academic research efforts, in contrast, have largely focused on theoretical, computational, and experimental identification of more active and/or lower-cost catalytic materials, but with little attention to synthesizability and stability. The project creates a new catalytic materials research framework that combines the search for more active materials with screening for synthesizability and stability under reaction conditions. The added complexity is addressed through the addition of powerful machine learning (ML) approaches that augment theoretical and computational tools to yield a more complete set of properties, or “descriptors,” associated with synthesizable, highly active, and stable catalytic materials. Ultimately, the goal is to package the various discovery tools in the form of an intuitive approach that delivers optimal results for catalysis practitioners. The project builds on the widely practiced descriptor approach to catalysis research, where a descriptor of catalytic activity (e.g., adsorption energy of an adsorbate) is computed using quantum chemical Density Functional Theory (DFT) calculations on various catalyst surfaces. Research efforts extend the current approaches by developing synthesizability, stability, and activity descriptors, using ML tools to rapidly screen through these descriptors, and collaborating with experimentalists in an iterative feedback loop to examine the accuracy of the predictions and to ensure the “catalysis practitioner-friendliness” of the combined methods. The approach will be developed in two case studies focusing on bimetallic catalysts for low temperature preferential CO oxidation in the presence of H2 (CO PROX) and partial oxidation of ethylene to ethylene oxide. The project will create a computer-aided workflow and open-source tools for predicting the synthesizability, activity, and stability of catalysts. By combining ML and DFT modeling with operando experimental characterization and testing, new structure-function relations will be identified for both reactions. In doing so, ML methods will advance beyond the prediction of activity for highly idealized systems to more realistic catalytic systems under operating conditions. Predicted materials structures and compositions will be validated against open-source high-fidelity experimental datasets in a feedback discovery loop that accelerates catalyst discovery. Beyond the technical component, the project will include outreach efforts focused on student professional development, broadened science participation, and informal science communication to help create a world-class scientific workforce. Cross-disciplinary training activities at the University of Michigan (U-M) and Wayne State University (WSU) will provide graduate and undergraduate students with a foundation to continue making scientific advances throughout their careers. A Data Science for Catalysis Training Program will enable undergraduates from WSU to visit U-M during the summer to learn the basics of data science and catalysis. Underrepresented students from Detroit schools, and their parents, will engage in science outreach events hosted by team members. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-10-01,2026-09-30,2022,432455.0,,431430.0,USD,Regents of the University of Michigan - Ann Arbor,ANN ARBOR,US,DMREF,,ACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2306125,core_match,AI-enabled catalysis,AI-enabled catalysis,1,"Collaborative Research: DMREF: Machine Learning-aided Discovery of Synthesizable, Active and Stable Heterogeneous Catalysts","Catalytic materials have long been used to improve the efficiency and product selectivity of many processes of vital importance to chemical manufacturing, petroleum refining, and pollution control. Given the complexity of catalytic reactions, and the need for the catalyst to operate under harsh conditions in many cases, considerable development effort – particularly from industry - has gone into the design of catalyst materials that can be readily synthesized, and that maintain stable performance for long time-on-stream. Academic research efforts, in contrast, have largely focused on theoretical, computational, and experimental identification of more active and/or lower-cost catalytic materials, but with little attention to synthesizability and stability. The project creates a new catalytic materials research framework that combines the search for more active materials with screening for synthesizability and stability under reaction conditions. The added complexity is addressed through the addition of powerful machine learning (ML) approaches that augment theoretical and computational tools to yield a more complete set of properties, or “descriptors,” associated with synthesizable, highly active, and stable catalytic materials. Ultimately, the goal is to package the various discovery tools in the form of an intuitive approach that delivers optimal results for catalysis practitioners. The project builds on the widely practiced descriptor approach to catalysis research, where a descriptor of catalytic activity (e.g., adsorption energy of an adsorbate) is computed using quantum chemical Density Functional Theory (DFT) calculations on various catalyst surfaces. Research efforts extend the current approaches by developing synthesizability, stability, and activity descriptors, using ML tools to rapidly screen through these descriptors, and collaborating with experimentalists in an iterative feedback loop to examine the accuracy of the predictions and to ensure the “catalysis practitioner-friendliness” of the combined methods. The approach will be developed in two case studies focusing on bimetallic catalysts for low temperature preferential CO oxidation in the presence of H2 (CO PROX) and partial oxidation of ethylene to ethylene oxide. The project will create a computer-aided workflow and open-source tools for predicting the synthesizability, activity, and stability of catalysts. By combining ML and DFT modeling with operando experimental characterization and testing, new structure-function relations will be identified for both reactions. In doing so, ML methods will advance beyond the prediction of activity for highly idealized systems to more realistic catalytic systems under operating conditions. Predicted materials structures and compositions will be validated against open-source high-fidelity experimental datasets in a feedback discovery loop that accelerates catalyst discovery. Beyond the technical component, the project will include outreach efforts focused on student professional development, broadened science participation, and informal science communication to help create a world-class scientific workforce. Cross-disciplinary training activities at the University of Michigan (U-M) and Wayne State University (WSU) will provide graduate and undergraduate students with a foundation to continue making scientific advances throughout their careers. A Data Science for Catalysis Training Program will enable undergraduates from WSU to visit U-M during the summer to learn the basics of data science and catalysis. Underrepresented students from Detroit schools, and their parents, will engage in science outreach events hosted by team members. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",DMREF,"collaborative research: dmref: machine learning-aided discovery of synthesizable, active and stable heterogeneous catalysts catalytic materials have long been used to improve the efficiency and product selectivity of many processes of vital importance to chemical manufacturing, petroleum refining, and pollution control. given the complexity of catalytic reactions, and the need for the catalyst to operate under harsh conditions in many cases, considerable development effort – particularly from industry - has gone into the design of catalyst materials that can be readily synthesized, and that maintain stable performance for long time-on-stream. academic research efforts, in contrast, have largely focused on theoretical, computational, and experimental identification of more active and/or lower-cost catalytic materials, but with little attention to synthesizability and stability. the project creates a new catalytic materials research framework that combines the search for more active materials with screening for synthesizability and stability under reaction conditions. the added complexity is addressed through the addition of powerful machine learning (ml) approaches that augment theoretical and computational tools to yield a more complete set of properties, or “descriptors,” associated with synthesizable, highly active, and stable catalytic materials. ultimately, the goal is to package the various discovery tools in the form of an intuitive approach that delivers optimal results for catalysis practitioners. the project builds on the widely practiced descriptor approach to catalysis research, where a descriptor of catalytic activity (e.g., adsorption energy of an adsorbate) is computed using quantum chemical density functional theory (dft) calculations on various catalyst surfaces. research efforts extend the current approaches by developing synthesizability, stability, and activity descriptors, using ml tools to rapidly screen through these descriptors, and collaborating with experimentalists in an iterative feedback loop to examine the accuracy of the predictions and to ensure the “catalysis practitioner-friendliness” of the combined methods. the approach will be developed in two case studies focusing on bimetallic catalysts for low temperature preferential co oxidation in the presence of h2 (co prox) and partial oxidation of ethylene to ethylene oxide. the project will create a computer-aided workflow and open-source tools for predicting the synthesizability, activity, and stability of catalysts. by combining ml and dft modeling with operando experimental characterization and testing, new structure-function relations will be identified for both reactions. in doing so, ml methods will advance beyond the prediction of activity for highly idealized systems to more realistic catalytic systems under operating conditions. predicted materials structures and compositions will be validated against open-source high-fidelity experimental datasets in a feedback discovery loop that accelerates catalyst discovery. beyond the technical component, the project will include outreach efforts focused on student professional development, broadened science participation, and informal science communication to help create a world-class scientific workforce. cross-disciplinary training activities at the university of michigan (u-m) and wayne state university (wsu) will provide graduate and undergraduate students with a foundation to continue making scientific advances throughout their careers. a data science for catalysis training program will enable undergraduates from wsu to visit u-m during the summer to learn the basics of data science and catalysis. underrepresented students from detroit schools, and their parents, will engage in science outreach events hosted by team members. this award reflects nsf's statutory mission and has been deemed worthy of support through evaluation using the foundation's intellectual merit and broader impacts review criteria. dmref",4013,544,True,792,2,NSF_2116647 | NSF_2306125,Regents of the University of Michigan - Ann Arbor | Wayne State University,dmref machine learning aided discovery of synthesizable active and stable heterogeneous catalysts,791,collaborative research dmref machine learning aided discovery of synthesizable active and stable heterogeneous catalyst,catalyst materials have long been used to improve the efficiency and product selectivity of many processes of vital importance to chemical manufacturing petroleum refining and pollution control given the complexity of catalyst reactions and the need for the catalyst to operate under harsh conditions in many cases considerable development effort particularly from industry has gone into the design of catalyst materials that can be readily synthesized and that maintain stable performance for long time on stream academic research efforts in contrast have largely focused on theoretical computational and experimentation identification of more active and or lower cost catalyst materials but with little attention to synthesizability and stability the project creates a new catalyst materials research framework that combines the search for more active materials with screening for synthesizability and stability under reaction conditions the added complexity is addressed through the addition of powerful machine learning ml approaches that augment theoretical and computational tools to yield a more complete set of properties or descriptors associated with synthesizable highly active and stable catalyst materials ultimately the goal is to package the various discovery tools in the form of an intuitive approach that delivers optimal results for catalyst practitioners the project builds on the widely practiced descriptor approach to catalyst research where a descriptor of catalyst activity e g adsorption energy of an adsorbate is computed using quantum chemical density functional theory dft calculations on various catalyst surfaces research efforts extend the current approaches by developing synthesizability stability and activity descriptors using ml tools to rapidly screen through these descriptors and collaborating with experimentalists in an iterative feedback loop to examine the accuracy of the predictions and to ensure the catalyst practitioner friendliness of the combined methods the approach will be developed in two case studies focusing on bimetallic catalyst for low temperature preferential co oxidation in the presence of h2 co prox and partial oxidation of ethylene to ethylene oxide the project will create a computer aided workflow and open source tools for predicting the synthesizability activity and stability of catalyst by combining ml and dft modeling with operando experimentation characterization and testing new structure function relations will be identified for both reactions in doing so ml methods will advance beyond the prediction of activity for highly idealized systems to more realistic catalyst systems under operating conditions predicted materials structures and compositions will be validated against open source high fidelity experimentation datasets in a feedback discovery loop that accelerates catalyst discovery beyond the technical component the project will include outreach efforts focused on student professional development broadened science participation and informal science communication to help create a world class scientific workforce cross disciplinary training activities at the university of michigan u m and wayne state university wsu will provide graduate and undergraduate students with a foundation to continue making scientific advances throughout their careers a data science for catalyst training program will enable undergraduates from wsu to visit u m during the summer to learn the basics of data science and catalyst underrepresented students from detroit schools and their parents will engage in science outreach events hosted by team members this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,dmref,collaborative research dmref machine learning aided discovery of synthesizable active and stable heterogeneous catalyst collaborative research dmref machine learning aided discovery of synthesizable active and stable heterogeneous catalyst collaborative research dmref machine learning aided discovery of synthesizable active and stable heterogeneous catalyst catalyst materials have long been used to improve the efficiency and product selectivity of many processes of vital importance to chemical manufacturing petroleum refining and pollution control given the complexity of catalyst reactions and the need for the catalyst to operate under harsh conditions in many cases considerable development effort particularly from industry has gone into the design of catalyst materials that can be readily synthesized and that maintain stable performance for long time on stream academic research efforts in contrast have largely focused on theoretical computational and experimentation identification of more active and or lower cost catalyst materials but with little attention to synthesizability and stability the project creates a new catalyst materials research framework that combines the search for more active materials with screening for synthesizability and stability under reaction conditions the added complexity is addressed through the addition of powerful machine learning ml approaches that augment theoretical and computational tools to yield a more complete set of properties or descriptors associated with synthesizable highly active and stable catalyst materials ultimately the goal is to package the various discovery tools in the form of an intuitive approach that delivers optimal results for catalyst practitioners the project builds on the widely practiced descriptor approach to catalyst research where a descriptor of catalyst activity e g adsorption energy of an adsorbate is computed using quantum chemical density functional theory dft calculations on various catalyst surfaces research efforts extend the current approaches by developing synthesizability stability and activity descriptors using ml tools to rapidly screen through these descriptors and collaborating with experimentalists in an iterative feedback loop to examine the accuracy of the predictions and to ensure the catalyst practitioner friendliness of the combined methods the approach will be developed in two case studies focusing on bimetallic catalyst for low temperature preferential co oxidation in the presence of h2 co prox and partial oxidation of ethylene to ethylene oxide the project will create a computer aided workflow and open source tools for predicting the synthesizability activity and stability of catalyst by combining ml and dft modeling with operando experimentation characterization and testing new structure function relations will be identified for both reactions in doing so ml methods will advance beyond the prediction of activity for highly idealized systems to more realistic catalyst systems under operating conditions predicted materials structures and compositions will be validated against open source high fidelity experimentation datasets in a feedback discovery loop that accelerates catalyst discovery beyond the technical component the project will include outreach efforts focused on student professional development broadened science participation and informal science communication to help create a world class scientific workforce cross disciplinary training activities at the university of michigan u m and wayne state university wsu will provide graduate and undergraduate students with a foundation to continue making scientific advances throughout their careers a data science for catalyst training program will enable undergraduates from wsu to visit u m during the summer to learn the basics of data science and catalyst underrepresented students from detroit schools and their parents will engage in science outreach events hosted by team members this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria dmref,0.10158505,10.2,"Catalytic materials have long been used to improve the efficiency and product selectivity of many processes of vital importance to chemical manufacturing, petroleum refining, and pollution control. Given the complexity o..."
