rank,source,grant_key,source_id,title,abstract,start_date,end_date,award_year,amount_native,project_total_cost,amount_obligated,currency,organisation_name,organisation_city,organisation_country,programme_name,funding_mechanism,status,activity_type,source_activity_type,source_url,relevance_tier,primary_topic,matched_topics,topic_match_count,title_clean,abstract_clean,programme_name_clean,search_text,search_character_count,search_word_count,has_sufficient_search_text,text_group_id,related_record_count,related_grant_keys,related_organisations,project_title_key,matched_unigrams,matched_phrases,matched_unigram_count,matched_phrase_count,baseline_score,title_family_document_count,abstract_preview
1,NSF,NSF_2522654,2522654,Collaborative Research: DMREF: NSF-DST: Metastability Engineering in Refractory Multi-Principal Element Alloys,"This Designing Materials to Revolutionize and Engineer our Future (DMREF) joint NSF-Department of Science and Technology of India (NSF-DST) project aims to establish a transformative framework for the development of structural alloys that simultaneously achieve high strength at high temperatures and enhanced ductility at room temperature. The research focuses on a relatively new class of metallic materials known as refractory multi-principal element alloys (RMPEAs), which are recognized for their high-temperature strength but typically suffer from limited plasticity under ambient conditions. The team will develop the new alloy design paradigm through a concept called “metastability engineering,” which activates novel nano-scale deformation mechanisms by controlling dislocation dynamics and phase stability. The research integrates combinatorial synthesis, advanced in-situ experiments, atomistic and mesoscale simulations, and machine learning (ML)-guided discovery. The resulting framework will enable accelerated design of high-performance RMPEAs across broad temperature ranges. In parallel, the project will contribute to training a new generation of materials scientists in experimental, computational, and data-driven methods, while supporting outreach and international collaboration through partnerships with five US universities and Indian Institute of Technology Bombay. This project aims to establish a transformative framework for metastability engineering in refractory-type multi-principal element alloys (RMPEAs) that combines high-temperature strength with improved room-temperature ductility and strain hardenability. This project will address two key technical thrusts: (1) understanding dislocation dynamics for solid-solution strengthening at both room and high temperatures, and (2) enabling nano-scale transformation-induced plasticity (nano-TRIP) and twin-induced plasticity (nano-TWIP) mechanisms for enhancing ductility at room temperature. To navigate the vast composition and processing space, the team will integrate combinatorial synthesis, high-throughput and autonomous mechanical testing, and advanced machine learning techniques to accelerate the discovery of high performance RMPEAs. In the first thrust, the project will quantify the contributions of dislocations to high-temperature strength through autonomous nanoindentation creep testing, in situ neutron diffraction, and atomistic simulations. Advanced microscopy techniques will be used to reveal how local chemical ordering and lattice distortion affect dislocation motion. In the second thrust, the team will identify composition-processing pathways that promote metastable deformation modes using thermodynamic modeling, combinatorial deposition, and transformer-based machine learning models. These models will predict TWIP/TRIP propensity and guide multi-objective optimization across large alloy design spaces. Down-selected alloy systems will be validated through multiscale mechanical testing and simulations that span atomic to bulk scales. Collectively, the project will deliver a mechanistic foundation and data-driven design tools for metastability engineering in RMPEAs, aligning with the DMREF project’s mission to accelerate materials innovation through the integration of theory, experimentation, and data science with closed-loop design cycles. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2025-10-01,2029-09-30,2025,415215.0,,415215.0,USD,Auburn University,AUBURN,US,"OFFICE OF MULTIDISCIPLINARY AC, DMREF, GVF - Global Venture Fund",,ACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2522654,broad_match,AI-enabled materials,AI-enabled materials,1,Collaborative Research: DMREF: NSF-DST: Metastability Engineering in Refractory Multi-Principal Element Alloys,"This Designing Materials to Revolutionize and Engineer our Future (DMREF) joint NSF-Department of Science and Technology of India (NSF-DST) project aims to establish a transformative framework for the development of structural alloys that simultaneously achieve high strength at high temperatures and enhanced ductility at room temperature. The research focuses on a relatively new class of metallic materials known as refractory multi-principal element alloys (RMPEAs), which are recognized for their high-temperature strength but typically suffer from limited plasticity under ambient conditions. The team will develop the new alloy design paradigm through a concept called “metastability engineering,” which activates novel nano-scale deformation mechanisms by controlling dislocation dynamics and phase stability. The research integrates combinatorial synthesis, advanced in-situ experiments, atomistic and mesoscale simulations, and machine learning (ML)-guided discovery. The resulting framework will enable accelerated design of high-performance RMPEAs across broad temperature ranges. In parallel, the project will contribute to training a new generation of materials scientists in experimental, computational, and data-driven methods, while supporting outreach and international collaboration through partnerships with five US universities and Indian Institute of Technology Bombay. This project aims to establish a transformative framework for metastability engineering in refractory-type multi-principal element alloys (RMPEAs) that combines high-temperature strength with improved room-temperature ductility and strain hardenability. This project will address two key technical thrusts: (1) understanding dislocation dynamics for solid-solution strengthening at both room and high temperatures, and (2) enabling nano-scale transformation-induced plasticity (nano-TRIP) and twin-induced plasticity (nano-TWIP) mechanisms for enhancing ductility at room temperature. To navigate the vast composition and processing space, the team will integrate combinatorial synthesis, high-throughput and autonomous mechanical testing, and advanced machine learning techniques to accelerate the discovery of high performance RMPEAs. In the first thrust, the project will quantify the contributions of dislocations to high-temperature strength through autonomous nanoindentation creep testing, in situ neutron diffraction, and atomistic simulations. Advanced microscopy techniques will be used to reveal how local chemical ordering and lattice distortion affect dislocation motion. In the second thrust, the team will identify composition-processing pathways that promote metastable deformation modes using thermodynamic modeling, combinatorial deposition, and transformer-based machine learning models. These models will predict TWIP/TRIP propensity and guide multi-objective optimization across large alloy design spaces. Down-selected alloy systems will be validated through multiscale mechanical testing and simulations that span atomic to bulk scales. Collectively, the project will deliver a mechanistic foundation and data-driven design tools for metastability engineering in RMPEAs, aligning with the DMREF project’s mission to accelerate materials innovation through the integration of theory, experimentation, and data science with closed-loop design cycles. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.","OFFICE OF MULTIDISCIPLINARY AC, DMREF, GVF - Global Venture Fund","collaborative research: dmref: nsf-dst: metastability engineering in refractory multi-principal element alloys this designing materials to revolutionize and engineer our future (dmref) joint nsf-department of science and technology of india (nsf-dst) project aims to establish a transformative framework for the development of structural alloys that simultaneously achieve high strength at high temperatures and enhanced ductility at room temperature. the research focuses on a relatively new class of metallic materials known as refractory multi-principal element alloys (rmpeas), which are recognized for their high-temperature strength but typically suffer from limited plasticity under ambient conditions. the team will develop the new alloy design paradigm through a concept called “metastability engineering,” which activates novel nano-scale deformation mechanisms by controlling dislocation dynamics and phase stability. the research integrates combinatorial synthesis, advanced in-situ experiments, atomistic and mesoscale simulations, and machine learning (ml)-guided discovery. the resulting framework will enable accelerated design of high-performance rmpeas across broad temperature ranges. in parallel, the project will contribute to training a new generation of materials scientists in experimental, computational, and data-driven methods, while supporting outreach and international collaboration through partnerships with five us universities and indian institute of technology bombay. this project aims to establish a transformative framework for metastability engineering in refractory-type multi-principal element alloys (rmpeas) that combines high-temperature strength with improved room-temperature ductility and strain hardenability. this project will address two key technical thrusts: (1) understanding dislocation dynamics for solid-solution strengthening at both room and high temperatures, and (2) enabling nano-scale transformation-induced plasticity (nano-trip) and twin-induced plasticity (nano-twip) mechanisms for enhancing ductility at room temperature. to navigate the vast composition and processing space, the team will integrate combinatorial synthesis, high-throughput and autonomous mechanical testing, and advanced machine learning techniques to accelerate the discovery of high performance rmpeas. in the first thrust, the project will quantify the contributions of dislocations to high-temperature strength through autonomous nanoindentation creep testing, in situ neutron diffraction, and atomistic simulations. advanced microscopy techniques will be used to reveal how local chemical ordering and lattice distortion affect dislocation motion. in the second thrust, the team will identify composition-processing pathways that promote metastable deformation modes using thermodynamic modeling, combinatorial deposition, and transformer-based machine learning models. these models will predict twip/trip propensity and guide multi-objective optimization across large alloy design spaces. down-selected alloy systems will be validated through multiscale mechanical testing and simulations that span atomic to bulk scales. collectively, the project will deliver a mechanistic foundation and data-driven design tools for metastability engineering in rmpeas, aligning with the dmref project’s mission to accelerate materials innovation through the integration of theory, experimentation, and data science with closed-loop design cycles. this award reflects nsf's statutory mission and has been deemed worthy of support through evaluation using the foundation's intellectual merit and broader impacts review criteria. office of multidisciplinary ac, dmref, gvf - global venture fund",3719,465,True,806,2,NSF_2522654 | NSF_2522656,Auburn University | University of Alabama Tuscaloosa,dmref nsf dst metastability engineering in refractory multi principal element alloys,"[""closed"", ""discovery"", ""experimentation"", ""guided"", ""learning"", ""loop"", ""machine""]","[""closed loop"", ""guided discovery"", ""machine learning""]",7,3,13,3,This Designing Materials to Revolutionize and Engineer our Future (DMREF) joint NSF-Department of Science and Technology of India (NSF-DST) project aims to establish a transformative framework for the development of stru...
2,NSF,NSF_2413579,2413579,Collaborative Research: DMREF: Closed-Loop Design of Polymers with Adaptive Networks for Extreme Mechanics,"Non-technical Description: Polymer materials such as thermoplastics, thermosets, elastomers, and gels, were produced on a massive scale of 367 million tons globally in 2020. However, due to their construction at the molecular level, current polymer designs must strike a balance between being hard, durable, and easy to shape or mold. Recent advancements in polymer design take advantage of more flexible molecular connections to open up opportunities for more robust, long-lasting materials. Despite these achievements, making polymers with advanced properties remains a grand challenge because current designs largely depend on the researcher's intuition, and there is limited understanding of how the structure of a polymer determines its properties and how easy it is to process. This collaborative project seeks to use a systematic, data-driven approach to overcome these challenges by developing polymers with adaptive molecular structures that can withstand extreme conditions where they must survive exposure to large mechanical forces and repair themselves when damaged. This research aims to establish a comprehensive, accelerated materials discovery loop that includes multiscale computational simulations, rapid polymer synthesis, automated fabrication with tandem mechanical characterization, and machine learning-guided design. This project aligns with the objectives of the Materials Genome Initiative, using automation, simulations, rapid synthesis, machine learning, and 3D printing to speed up the design and discovery of high-performance polymers. The successful outcome of this collaboration will lead to the creation of polymers with unprecedented mechanical properties and processibility that are suitable for producing wearable sensors, soft actuators, and energy harvesting devices and be compatible with future manufacturing processes. Technical Description: This DMREF project endeavors to create an integrated experimental and computational database of adaptive polymer networks, showcasing exceptional stretchability, high resilience, and impressive self-healing abilities. The primary focus lies in the development of novel double-threaded slide-ring polymers, macromolecules with dynamic covalent chemical linkages, and double networks with both. The aim is to transcend the conventional rigidity-toughness-processibility paradigm in polymer design and weave this into an automated discovery loop to explore new areas of materials space. High-throughput synthesis and automated experiments will accelerate the discovery of polymers and be informed by molecular dynamics simulations along the way. The data generated from these experiments will be harnessed to refine a machine learning-based active learning process for property optimization. Moreover, the project introduces 3D printing into the design workflow as a unique platform to validate mechanical properties while refining their manufacturability. This collaborative research overall aspires to deliver several key advancements: (1) pioneering the use of double-threaded polymers to fabricate slide-ring polymers for enhanced stretchability; (2) integrating dynamic covalent polymer design with extrusion-based 3D printing to enhance self-healing properties from the nano-to-macroscales; and (3) realizing high toughness, high rigidity, and high processibility via double network polymers construction using both slide-ring and dynamic covalent polymers. This project creates cross-discipline learning opportunities to enrich the research experiences of K-12, undergraduate, and graduate students, including a freely accessible online ""polymer design playlist."" This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2024-01-15,2027-09-30,2024,421114.0,,420553.0,USD,Washington University,SAINT LOUIS,US,DMREF,,ACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2413579,core_match,Materials informatics,Materials informatics | AI-enabled materials | AI-enabled chemistry,3,Collaborative Research: DMREF: Closed-Loop Design of Polymers with Adaptive Networks for Extreme Mechanics,"Non-technical Description: Polymer materials such as thermoplastics, thermosets, elastomers, and gels, were produced on a massive scale of 367 million tons globally in 2020. However, due to their construction at the molecular level, current polymer designs must strike a balance between being hard, durable, and easy to shape or mold. Recent advancements in polymer design take advantage of more flexible molecular connections to open up opportunities for more robust, long-lasting materials. Despite these achievements, making polymers with advanced properties remains a grand challenge because current designs largely depend on the researcher's intuition, and there is limited understanding of how the structure of a polymer determines its properties and how easy it is to process. This collaborative project seeks to use a systematic, data-driven approach to overcome these challenges by developing polymers with adaptive molecular structures that can withstand extreme conditions where they must survive exposure to large mechanical forces and repair themselves when damaged. This research aims to establish a comprehensive, accelerated materials discovery loop that includes multiscale computational simulations, rapid polymer synthesis, automated fabrication with tandem mechanical characterization, and machine learning-guided design. This project aligns with the objectives of the Materials Genome Initiative, using automation, simulations, rapid synthesis, machine learning, and 3D printing to speed up the design and discovery of high-performance polymers. The successful outcome of this collaboration will lead to the creation of polymers with unprecedented mechanical properties and processibility that are suitable for producing wearable sensors, soft actuators, and energy harvesting devices and be compatible with future manufacturing processes. Technical Description: This DMREF project endeavors to create an integrated experimental and computational database of adaptive polymer networks, showcasing exceptional stretchability, high resilience, and impressive self-healing abilities. The primary focus lies in the development of novel double-threaded slide-ring polymers, macromolecules with dynamic covalent chemical linkages, and double networks with both. The aim is to transcend the conventional rigidity-toughness-processibility paradigm in polymer design and weave this into an automated discovery loop to explore new areas of materials space. High-throughput synthesis and automated experiments will accelerate the discovery of polymers and be informed by molecular dynamics simulations along the way. The data generated from these experiments will be harnessed to refine a machine learning-based active learning process for property optimization. Moreover, the project introduces 3D printing into the design workflow as a unique platform to validate mechanical properties while refining their manufacturability. This collaborative research overall aspires to deliver several key advancements: (1) pioneering the use of double-threaded polymers to fabricate slide-ring polymers for enhanced stretchability; (2) integrating dynamic covalent polymer design with extrusion-based 3D printing to enhance self-healing properties from the nano-to-macroscales; and (3) realizing high toughness, high rigidity, and high processibility via double network polymers construction using both slide-ring and dynamic covalent polymers. This project creates cross-discipline learning opportunities to enrich the research experiences of K-12, undergraduate, and graduate students, including a freely accessible online ""polymer design playlist."" This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",DMREF,"collaborative research: dmref: closed-loop design of polymers with adaptive networks for extreme mechanics non-technical description: polymer materials such as thermoplastics, thermosets, elastomers, and gels, were produced on a massive scale of 367 million tons globally in 2020. however, due to their construction at the molecular level, current polymer designs must strike a balance between being hard, durable, and easy to shape or mold. recent advancements in polymer design take advantage of more flexible molecular connections to open up opportunities for more robust, long-lasting materials. despite these achievements, making polymers with advanced properties remains a grand challenge because current designs largely depend on the researcher's intuition, and there is limited understanding of how the structure of a polymer determines its properties and how easy it is to process. this collaborative project seeks to use a systematic, data-driven approach to overcome these challenges by developing polymers with adaptive molecular structures that can withstand extreme conditions where they must survive exposure to large mechanical forces and repair themselves when damaged. this research aims to establish a comprehensive, accelerated materials discovery loop that includes multiscale computational simulations, rapid polymer synthesis, automated fabrication with tandem mechanical characterization, and machine learning-guided design. this project aligns with the objectives of the materials genome initiative, using automation, simulations, rapid synthesis, machine learning, and 3d printing to speed up the design and discovery of high-performance polymers. the successful outcome of this collaboration will lead to the creation of polymers with unprecedented mechanical properties and processibility that are suitable for producing wearable sensors, soft actuators, and energy harvesting devices and be compatible with future manufacturing processes. technical description: this dmref project endeavors to create an integrated experimental and computational database of adaptive polymer networks, showcasing exceptional stretchability, high resilience, and impressive self-healing abilities. the primary focus lies in the development of novel double-threaded slide-ring polymers, macromolecules with dynamic covalent chemical linkages, and double networks with both. the aim is to transcend the conventional rigidity-toughness-processibility paradigm in polymer design and weave this into an automated discovery loop to explore new areas of materials space. high-throughput synthesis and automated experiments will accelerate the discovery of polymers and be informed by molecular dynamics simulations along the way. the data generated from these experiments will be harnessed to refine a machine learning-based active learning process for property optimization. moreover, the project introduces 3d printing into the design workflow as a unique platform to validate mechanical properties while refining their manufacturability. this collaborative research overall aspires to deliver several key advancements: (1) pioneering the use of double-threaded polymers to fabricate slide-ring polymers for enhanced stretchability; (2) integrating dynamic covalent polymer design with extrusion-based 3d printing to enhance self-healing properties from the nano-to-macroscales; and (3) realizing high toughness, high rigidity, and high processibility via double network polymers construction using both slide-ring and dynamic covalent polymers. this project creates cross-discipline learning opportunities to enrich the research experiences of k-12, undergraduate, and graduate students, including a freely accessible online ""polymer design playlist."" this award reflects nsf's statutory mission and has been deemed worthy of support through evaluation using the foundation's intellectual merit and broader impacts review criteria. dmref",3944,520,True,759,2,NSF_2323727 | NSF_2413579,Dartmouth College | Washington University,dmref closed loop design of polymers with adaptive networks for extreme mechanics,"[""automated"", ""closed"", ""discovery"", ""guided"", ""learning"", ""loop"", ""machine""]","[""closed loop"", ""learning guided"", ""machine learning""]",7,3,13,2,"Non-technical Description: Polymer materials such as thermoplastics, thermosets, elastomers, and gels, were produced on a massive scale of 367 million tons globally in 2020. However, due to their construction at the mole..."
3,NSF,NSF_2306125,2306125,"Collaborative Research: DMREF: Machine Learning-aided Discovery of Synthesizable, Active and Stable Heterogeneous Catalysts","Catalytic materials have long been used to improve the efficiency and product selectivity of many processes of vital importance to chemical manufacturing, petroleum refining, and pollution control. Given the complexity of catalytic reactions, and the need for the catalyst to operate under harsh conditions in many cases, considerable development effort – particularly from industry - has gone into the design of catalyst materials that can be readily synthesized, and that maintain stable performance for long time-on-stream. Academic research efforts, in contrast, have largely focused on theoretical, computational, and experimental identification of more active and/or lower-cost catalytic materials, but with little attention to synthesizability and stability. The project creates a new catalytic materials research framework that combines the search for more active materials with screening for synthesizability and stability under reaction conditions. The added complexity is addressed through the addition of powerful machine learning (ML) approaches that augment theoretical and computational tools to yield a more complete set of properties, or “descriptors,” associated with synthesizable, highly active, and stable catalytic materials. Ultimately, the goal is to package the various discovery tools in the form of an intuitive approach that delivers optimal results for catalysis practitioners. The project builds on the widely practiced descriptor approach to catalysis research, where a descriptor of catalytic activity (e.g., adsorption energy of an adsorbate) is computed using quantum chemical Density Functional Theory (DFT) calculations on various catalyst surfaces. Research efforts extend the current approaches by developing synthesizability, stability, and activity descriptors, using ML tools to rapidly screen through these descriptors, and collaborating with experimentalists in an iterative feedback loop to examine the accuracy of the predictions and to ensure the “catalysis practitioner-friendliness” of the combined methods. The approach will be developed in two case studies focusing on bimetallic catalysts for low temperature preferential CO oxidation in the presence of H2 (CO PROX) and partial oxidation of ethylene to ethylene oxide. The project will create a computer-aided workflow and open-source tools for predicting the synthesizability, activity, and stability of catalysts. By combining ML and DFT modeling with operando experimental characterization and testing, new structure-function relations will be identified for both reactions. In doing so, ML methods will advance beyond the prediction of activity for highly idealized systems to more realistic catalytic systems under operating conditions. Predicted materials structures and compositions will be validated against open-source high-fidelity experimental datasets in a feedback discovery loop that accelerates catalyst discovery. Beyond the technical component, the project will include outreach efforts focused on student professional development, broadened science participation, and informal science communication to help create a world-class scientific workforce. Cross-disciplinary training activities at the University of Michigan (U-M) and Wayne State University (WSU) will provide graduate and undergraduate students with a foundation to continue making scientific advances throughout their careers. A Data Science for Catalysis Training Program will enable undergraduates from WSU to visit U-M during the summer to learn the basics of data science and catalysis. Underrepresented students from Detroit schools, and their parents, will engage in science outreach events hosted by team members. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-10-01,2026-09-30,2022,432455.0,,431430.0,USD,Regents of the University of Michigan - Ann Arbor,ANN ARBOR,US,DMREF,,ACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2306125,core_match,AI-enabled catalysis,AI-enabled catalysis,1,"Collaborative Research: DMREF: Machine Learning-aided Discovery of Synthesizable, Active and Stable Heterogeneous Catalysts","Catalytic materials have long been used to improve the efficiency and product selectivity of many processes of vital importance to chemical manufacturing, petroleum refining, and pollution control. Given the complexity of catalytic reactions, and the need for the catalyst to operate under harsh conditions in many cases, considerable development effort – particularly from industry - has gone into the design of catalyst materials that can be readily synthesized, and that maintain stable performance for long time-on-stream. Academic research efforts, in contrast, have largely focused on theoretical, computational, and experimental identification of more active and/or lower-cost catalytic materials, but with little attention to synthesizability and stability. The project creates a new catalytic materials research framework that combines the search for more active materials with screening for synthesizability and stability under reaction conditions. The added complexity is addressed through the addition of powerful machine learning (ML) approaches that augment theoretical and computational tools to yield a more complete set of properties, or “descriptors,” associated with synthesizable, highly active, and stable catalytic materials. Ultimately, the goal is to package the various discovery tools in the form of an intuitive approach that delivers optimal results for catalysis practitioners. The project builds on the widely practiced descriptor approach to catalysis research, where a descriptor of catalytic activity (e.g., adsorption energy of an adsorbate) is computed using quantum chemical Density Functional Theory (DFT) calculations on various catalyst surfaces. Research efforts extend the current approaches by developing synthesizability, stability, and activity descriptors, using ML tools to rapidly screen through these descriptors, and collaborating with experimentalists in an iterative feedback loop to examine the accuracy of the predictions and to ensure the “catalysis practitioner-friendliness” of the combined methods. The approach will be developed in two case studies focusing on bimetallic catalysts for low temperature preferential CO oxidation in the presence of H2 (CO PROX) and partial oxidation of ethylene to ethylene oxide. The project will create a computer-aided workflow and open-source tools for predicting the synthesizability, activity, and stability of catalysts. By combining ML and DFT modeling with operando experimental characterization and testing, new structure-function relations will be identified for both reactions. In doing so, ML methods will advance beyond the prediction of activity for highly idealized systems to more realistic catalytic systems under operating conditions. Predicted materials structures and compositions will be validated against open-source high-fidelity experimental datasets in a feedback discovery loop that accelerates catalyst discovery. Beyond the technical component, the project will include outreach efforts focused on student professional development, broadened science participation, and informal science communication to help create a world-class scientific workforce. Cross-disciplinary training activities at the University of Michigan (U-M) and Wayne State University (WSU) will provide graduate and undergraduate students with a foundation to continue making scientific advances throughout their careers. A Data Science for Catalysis Training Program will enable undergraduates from WSU to visit U-M during the summer to learn the basics of data science and catalysis. Underrepresented students from Detroit schools, and their parents, will engage in science outreach events hosted by team members. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",DMREF,"collaborative research: dmref: machine learning-aided discovery of synthesizable, active and stable heterogeneous catalysts catalytic materials have long been used to improve the efficiency and product selectivity of many processes of vital importance to chemical manufacturing, petroleum refining, and pollution control. given the complexity of catalytic reactions, and the need for the catalyst to operate under harsh conditions in many cases, considerable development effort – particularly from industry - has gone into the design of catalyst materials that can be readily synthesized, and that maintain stable performance for long time-on-stream. academic research efforts, in contrast, have largely focused on theoretical, computational, and experimental identification of more active and/or lower-cost catalytic materials, but with little attention to synthesizability and stability. the project creates a new catalytic materials research framework that combines the search for more active materials with screening for synthesizability and stability under reaction conditions. the added complexity is addressed through the addition of powerful machine learning (ml) approaches that augment theoretical and computational tools to yield a more complete set of properties, or “descriptors,” associated with synthesizable, highly active, and stable catalytic materials. ultimately, the goal is to package the various discovery tools in the form of an intuitive approach that delivers optimal results for catalysis practitioners. the project builds on the widely practiced descriptor approach to catalysis research, where a descriptor of catalytic activity (e.g., adsorption energy of an adsorbate) is computed using quantum chemical density functional theory (dft) calculations on various catalyst surfaces. research efforts extend the current approaches by developing synthesizability, stability, and activity descriptors, using ml tools to rapidly screen through these descriptors, and collaborating with experimentalists in an iterative feedback loop to examine the accuracy of the predictions and to ensure the “catalysis practitioner-friendliness” of the combined methods. the approach will be developed in two case studies focusing on bimetallic catalysts for low temperature preferential co oxidation in the presence of h2 (co prox) and partial oxidation of ethylene to ethylene oxide. the project will create a computer-aided workflow and open-source tools for predicting the synthesizability, activity, and stability of catalysts. by combining ml and dft modeling with operando experimental characterization and testing, new structure-function relations will be identified for both reactions. in doing so, ml methods will advance beyond the prediction of activity for highly idealized systems to more realistic catalytic systems under operating conditions. predicted materials structures and compositions will be validated against open-source high-fidelity experimental datasets in a feedback discovery loop that accelerates catalyst discovery. beyond the technical component, the project will include outreach efforts focused on student professional development, broadened science participation, and informal science communication to help create a world-class scientific workforce. cross-disciplinary training activities at the university of michigan (u-m) and wayne state university (wsu) will provide graduate and undergraduate students with a foundation to continue making scientific advances throughout their careers. a data science for catalysis training program will enable undergraduates from wsu to visit u-m during the summer to learn the basics of data science and catalysis. underrepresented students from detroit schools, and their parents, will engage in science outreach events hosted by team members. this award reflects nsf's statutory mission and has been deemed worthy of support through evaluation using the foundation's intellectual merit and broader impacts review criteria. dmref",4013,544,True,792,2,NSF_2116647 | NSF_2306125,Regents of the University of Michigan - Ann Arbor | Wayne State University,dmref machine learning aided discovery of synthesizable active and stable heterogeneous catalysts,"[""catalysts"", ""discovery"", ""heterogeneous"", ""learning"", ""loop"", ""machine"", ""stable""]","[""heterogeneous catalysts"", ""machine learning"", ""stable heterogeneous""]",7,3,13,2,"Catalytic materials have long been used to improve the efficiency and product selectivity of many processes of vital importance to chemical manufacturing, petroleum refining, and pollution control. Given the complexity o..."
